CreateDate,GTotal,BTotal,GFlow,BFlow,T,Pa,Err,Alarm
2018-09-26 06:00:00,97.797454,97.778823,0.0,0.0,26.054775,101.197929,,
2018-09-26 07:00:00,97.797454,97.778823,0.0,0.0,26.054775,101.258965,,
2018-09-26 08:00:00,97.797454,97.778823,0.0,0.0,26.19833,101.32,,
2018-09-26 08:30:35,97.797454,97.778823,0.0,0.0,26.294018,101.304741,,0530
2018-09-26 08:32:11,97.797454,97.778823,0.0,0.0,26.246159,101.304741,,0530
2019-06-18 02:00:00,6336.587332,26672.990083,0.0,0.0,23.760761,440.263489,,
2019-06-18 03:00:00,6336.587332,26672.990083,0.0,0.0,22.99725,440.065125,,
2019-06-18 04:00:00,6336.587332,26672.990083,0.0,0.0,22.281979,440.492371,,
2019-06-18 05:00:00,6336.587332,26672.990083,0.0,0.0,21.567211,437.669495,,
2019-06-18 06:00:00,6336.806897,26673.923917,2.848267,12.104651,21.853054,433.335999,,
2019-06-18 07:00:00,6338.404399,26680.657522,1.39991,5.798755,23.760761,425.096252,,
2019-06-18 08:00:00,6342.438218,26697.263562,2.846348,11.528793,26.581219,419.618347,,
2019-06-18 09:00:00,6346.837863,26715.107463,4.269056,17.193226,28.258068,419.572571,,
2019-06-18 10:00:00,6350.781652,26731.086263,3.557467,14.313182,28.545834,419.557312,,
2019-06-18 11:00:00,6353.845067,26743.479457,0.0,0.0,31.914234,419.755676,,
2019-06-18 12:00:00,6353.845067,26743.479457,0.0,0.0,35.831364,427.751282,,
2019-06-18 13:00:00,6353.845067,26743.479457,0.0,0.0,37.528637,430.070618,,
2019-06-18 14:00:00,6354.392913,26745.68039,0.760835,3.02529,38.83987,428.788879,,
2019-06-18 15:00:00,6356.444901,26753.810175,2.844406,11.184021,36.946392,421.434143,,
2019-06-18 16:00:00,6360.417069,26769.534424,2.844571,11.193589,35.734478,420.121887,,
2019-06-18 17:00:00,6364.151642,26784.327346,4.266936,16.84355,35.782925,421.510437,,
2019-06-18 18:00:00,6367.347206,26797.018069,4.267073,16.86952,35.395397,421.617249,,
2019-06-18 19:00:00,6369.55546,26805.814272,0.469522,1.871031,35.201687,424.714783,,
2019-06-18 20:00:00,6369.640723,26806.156479,0.0,0.0,32.976665,430.360535,,
2019-06-18 21:00:00,6369.640723,26806.156479,0.0,0.0,29.697628,434.007385,,
2019-06-18 22:00:00,6369.640723,26806.156479,0.0,0.0,23.044956,438.508728,,
2019-06-18 23:00:00,6369.640723,26806.156479,0.0,0.0,23.235775,442.109802,,
2019-06-19 00:00:00,6369.640723,26806.156479,0.0,0.0,23.235775,439.408997,,
2019-06-19 01:00:00,6369.640723,26806.156479,0.0,0.0,23.617558,439.195374,,
2019-06-19 05:00:00,6369.640723,26806.156479,0.0,0.0,22.99725,439.088562,,
2019-06-19 06:00:00,6369.640723,26806.156479,0.0,0.0,23.188068,432.603577,,
2019-06-19 07:00:00,6370.527684,26809.880239,1.423674,5.891343,23.522091,424.333313,,
2019-06-19 08:00:00,6373.219896,26821.011986,2.846965,11.655829,24.047237,420.564392,,
2019-06-19 09:00:00,6376.97057,26836.409412,3.558226,14.475683,25.624249,420.121887,,
2019-06-19 10:00:00,6380.523902,26850.914088,2.846348,11.522853,26.724827,419.603088,,
2019-06-19 11:00:00,6385.008766,26869.155993,4.269357,17.213379,26.820583,418.031433,,
2019-06-19 12:00:00,6387.128958,26877.771524,0.0,0.0,30.563663,427.430847,,
2019-06-19 13:00:00,6387.128958,26877.771524,0.0,0.0,33.459942,431.245544,,
2019-06-19 14:00:00,6387.271133,26878.317257,1.422631,5.742599,34.669178,429.475525,,
2019-06-19 15:00:00,6389.953233,26889.10773,3.556606,14.186111,32.203892,420.976379,,
2019-06-19 16:00:00,6393.357061,26902.765669,2.845365,11.345078,31.672924,420.09137,,
2019-06-19 17:00:00,6396.381595,26914.902641,3.556706,14.216128,31.865978,421.388367,,
2019-06-19 18:00:00,6399.109037,26925.891433,2.845718,11.441333,30.178127,421.525696,,
2019-06-19 19:00:00,6401.43708,26935.351692,0.866034,3.5337,28.114239,424.882629,,
2019-06-19 20:00:00,6401.559971,26935.860037,0.046977,0.195687,27.347454,432.649353,,
2019-06-19 21:00:00,6401.590682,26935.989553,0.044204,0.185824,26.246159,435.014465,,
2019-06-19 22:00:00,6401.622427,26936.124304,0.026017,0.109851,25.480762,435.807922,,
2019-06-19 23:00:00,6401.656078,26936.267734,0.027821,0.118036,24.811535,436.937073,,
2019-06-20 00:00:00,6401.691947,26936.421279,0.031474,0.134631,24.286007,439.74469,,
2019-06-20 01:00:00,6401.728557,26936.579094,0.029699,0.127051,23.951702,439.302185,,
2019-06-20 02:00:00,6401.766587,26936.743094,0.033036,0.14166,23.665264,439.912537,,
2019-06-20 03:00:00,6401.80443,26936.90627,0.02778,0.118901,23.474384,438.813904,,
2019-06-20 04:00:00,6401.844749,26937.080774,0.031855,0.136977,23.331211,440.644958,,
2019-06-20 05:00:00,6404.68827,26949.379867,3.560463,15.286415,22.901844,439.332703,,
2019-06-20 06:00:00,6406.695412,26957.979048,1.424007,6.017756,22.758762,432.222107,,
2019-06-20 07:00:00,6409.039917,26967.822371,2.13554,8.822554,22.99725,422.883728,,
2019-06-20 08:00:00,6413.879873,26987.816473,9.25316,37.879757,22.901844,418.901184,,
2019-06-20 09:00:00,6421.689685,27019.951119,8.54095,34.782051,22.663357,416.383484,,
2019-06-20 10:00:00,6430.951793,27058.804908,8.542828,35.443367,21.996014,423.249939,,
2019-06-20 11:00:00,6439.917988,27095.715276,4.982238,20.272655,22.758762,416.169861,,
2019-06-20 12:00:00,6444.147065,27113.047653,1.423248,5.822392,27.539089,425.172546,,
2019-06-20 13:00:00,6445.63055,27119.187363,0.444884,1.828763,30.467281,431.382874,,
2019-06-20 14:00:00,6447.529323,27126.979425,4.979939,20.219294,32.155605,428.453186,,
2019-06-20 15:00:00,6453.459056,27151.037655,9.961987,40.266636,26.294018,418.351868,,
2019-06-20 16:00:00,6462.664977,27188.34878,9.249626,37.14185,26.96423,416.536072,,
2019-06-20 20:00:00,6480.232743,27259.160135,0.0,0.0,29.98576,426.500061,,
2019-06-20 21:00:00,6480.232743,27259.160135,0.0,0.0,28.929623,432.328918,,
2019-06-20 22:00:00,6480.232743,27259.160135,0.0,0.0,28.21014,435.044983,,
2019-06-20 23:00:00,6480.232743,27259.160135,0.0,0.0,27.778706,436.387756,,
2019-06-21 00:00:00,6480.232743,27259.160135,0.0,0.0,27.203716,436.387756,,
2019-06-21 01:00:00,6480.232743,27259.160135,0.0,0.0,26.437603,438.417175,,
2019-06-21 02:00:00,6480.232743,27259.160135,0.0,0.0,25.672054,437.913635,,
2019-06-21 03:00:00,6480.232743,27259.160135,0.0,0.0,25.193913,437.013367,,
2019-06-21 04:00:00,6480.232743,27259.160135,0.0,0.0,24.715969,440.12616,,
2019-06-21 05:00:00,6480.232743,27259.160135,0.0,0.0,24.47707,438.264587,,
2019-06-21 06:00:00,6480.365087,27259.707228,0.154092,0.649772,24.668171,434.06842,,
2019-06-21 07:00:00,6481.311343,27263.638379,2.135051,8.717594,25.337337,421.251038,,
2019-06-21 17:00:00,6518.06131,27411.813659,4.269103,17.179932,27.682827,418.44342,,
2019-06-21 18:00:00,6523.670712,27434.526206,7.115432,28.66309,27.347454,418.397644,,
2019-06-21 19:00:00,6524.699275,27438.695815,0.0,0.0,28.833652,420.900085,,
2019-06-22 08:00:00,6527.871921,27451.672522,5.693113,23.080719,25.050488,417.863586,,
2019-06-22 09:00:00,6533.139755,27473.148458,4.981237,20.064753,25.337337,415.574768,,
2019-06-22 10:00:00,6537.777963,27491.888352,3.557594,14.249059,26.916363,415.406921,,
2019-06-22 23:00:00,6545.2936,27521.581254,0.0,0.0,27.443279,435.21283,,
