CreateDate,GTotal,BTotal,GFlow,BFlow,T,Pa,Err,Alarm
2018-09-06 10:24:14,654.855562,655.290654,0.0,0.0,25.204483,100.541801,,0530
2019-06-19 01:00:00,3504.325095,15131.948191,0.0,0.0,23.7258,439.164856,,
2019-06-19 02:00:00,3504.325095,15131.948191,0.0,0.0,23.916504,440.24823,,
2019-06-19 03:00:00,3504.325095,15131.948191,0.0,0.0,23.96418,441.209534,,
2019-06-19 04:00:00,3504.325095,15131.948191,0.0,0.0,23.773483,440.568665,,
2019-06-19 05:00:00,3504.325095,15131.948191,0.0,0.0,23.296928,438.951233,,
2019-06-19 06:00:00,3504.354028,15132.071585,0.0,0.0,23.058769,432.359436,,
2019-06-19 07:00:00,3504.657558,15133.346447,0.482599,1.999861,23.106392,424.333313,,
2019-06-19 08:00:00,3505.90773,15138.533467,1.575921,6.443249,24.441017,420.549133,,
2019-06-19 09:00:00,3507.500296,15145.044296,1.582996,6.380059,28.551369,420.289734,,
2019-06-19 10:00:00,3509.116929,15151.545391,1.687822,6.703825,32.638557,419.801453,,
2019-06-19 11:00:00,3510.731887,15157.96585,1.577358,6.205449,34.376259,418.168762,,
2019-06-19 12:00:00,3511.842757,15162.378026,0.273652,1.09486,36.068558,427.613953,,
2019-06-19 13:00:00,3511.867299,15162.476988,0.0,0.0,36.45575,431.382874,,
2019-06-19 14:00:00,3511.947168,15162.800621,0.413611,1.664634,35.58474,429.475525,,
2019-06-19 15:00:00,3512.909866,15166.659559,1.312938,5.192474,34.859474,421.037415,,
2019-06-19 16:00:00,3514.52809,15173.094976,1.668427,6.594788,34.714493,420.610168,,
2019-06-19 17:00:00,3516.223022,15179.869453,1.897549,7.571826,32.542122,421.617249,,
2019-06-19 18:00:00,3517.944447,15186.80113,1.897759,7.614947,30.855705,421.632507,,
2019-06-19 19:00:00,3519.777459,15194.234296,1.898121,7.721842,29.222069,425.172546,,
2019-06-19 20:00:00,3521.159379,15199.955755,0.417274,1.736,27.785362,432.740906,,
2019-06-19 21:00:00,3521.469767,15201.261051,0.07895,0.331427,26.73307,435.121277,,
2019-06-19 22:00:00,3521.628986,15201.935948,0.181863,0.766456,26.016258,435.792664,,
2019-06-19 23:00:00,3521.787977,15202.612139,0.0,0.0,25.443146,437.028625,,
2019-06-20 00:00:00,3521.787977,15202.612139,0.0,0.0,24.965843,439.74469,,
2019-06-20 01:00:00,3521.787977,15202.612139,0.0,0.0,24.584129,439.408997,,
2019-06-20 02:00:00,3521.787977,15202.612139,0.0,0.0,24.34565,439.943054,,
2019-06-20 03:00:00,3521.787977,15202.612139,0.0,0.0,24.154854,438.905457,,
2019-06-20 04:00:00,3521.787977,15202.612139,0.0,0.0,23.821167,440.568665,,
2019-06-20 05:00:00,3521.787977,15202.612139,0.0,0.0,23.7258,436.570862,,
2019-06-20 06:00:00,3521.787977,15202.612139,0.0,0.0,23.773483,432.023743,,
2019-06-20 07:00:00,3522.076624,15203.817572,0.573301,2.359843,24.059517,422.85321,,
2019-06-20 08:00:00,3523.124284,15208.126929,1.207461,4.907673,25.347687,419.343689,,
2019-06-20 09:00:00,3524.545442,15213.910794,1.441034,5.811238,26.637482,417.863586,,
2019-06-20 10:00:00,3526.057812,15220.161159,1.282394,5.217695,27.498291,422.807434,,
2019-06-20 11:00:00,3527.686138,15226.744788,1.50817,6.035093,28.216171,416.825989,,
2019-06-20 12:00:00,3528.72306,15230.927276,0.0,0.0,30.230019,425.599792,,
2019-06-20 13:00:00,3528.730297,15230.95709,0.0,0.0,31.289085,431.398132,,
2019-06-20 14:00:00,3528.742716,15231.007714,0.0,0.0,32.590355,426.088074,,
2019-06-20 15:00:00,3529.328047,15233.346258,0.894483,3.535717,33.410515,418.840149,,
2019-06-20 16:00:00,3530.591666,15238.355866,1.473617,5.797504,33.603577,417.131165,,
2019-06-20 17:00:00,3531.970081,15243.815564,1.268507,4.997777,33.362221,417.405823,,
2019-06-20 18:00:00,3533.313835,15249.15665,1.416114,5.60699,32.83149,418.748596,,
2019-06-20 19:00:00,3534.671428,15254.578389,0.950459,3.797262,31.915398,421.266296,,
2019-06-20 20:00:00,3535.069864,15256.186197,0.0,0.0,30.759392,426.698425,,
2019-06-20 21:00:00,3535.070622,15256.189337,0.0,0.0,29.701408,432.420471,,
2019-06-20 22:00:00,3535.072387,15256.196721,0.0,0.0,28.934555,435.228088,,
2019-06-20 23:00:00,3535.073969,15256.203386,0.0,0.0,28.216171,436.357239,,
2019-06-21 00:00:00,3535.07575,15256.21091,0.0,0.0,27.689682,436.403015,,
2019-06-21 01:00:00,3535.077014,15256.216263,0.0,0.0,26.972145,438.585022,,
