CreateDate,GTotal,BTotal,GFlow,BFlow,T,Pa,Err,Alarm
2018-08-29 17:17:21,116.153764,116.698841,0.0,0.0,24.20974,100.60965,,0530
2019-06-17 01:00:00,5114.064952,21101.471562,0.0,0.0,27.689049,442.940582,,
2019-06-17 02:00:00,5114.064952,21101.471562,0.0,0.0,27.211723,443.611969,,
2019-06-17 03:00:00,5114.064952,21101.471562,0.0,0.0,26.830017,443.428864,,
2019-06-17 04:00:00,5114.064952,21101.471562,0.0,0.0,26.543831,445.87027,,
2019-06-17 05:00:00,5114.064952,21101.471562,0.0,0.0,26.40078,443.383087,,
2019-06-17 06:00:00,5114.064952,21101.471562,0.0,0.0,26.257729,439.217438,,
2019-06-17 07:00:00,5114.444297,21103.048918,1.369996,5.624348,27.259438,426.277985,,
2019-06-17 08:00:00,5115.785527,21108.543903,1.368462,5.538939,27.307182,420.342316,,
2019-06-17 09:00:00,5116.963601,21113.335078,1.225525,4.949677,28.023331,420.433868,,
2019-06-17 10:00:00,5118.1275,21118.053538,0.610514,2.454576,29.50502,420.586456,,
2019-06-17 11:00:00,5119.068622,21121.857818,0.938424,3.760342,30.607193,420.708527,,
2019-06-17 12:00:00,5119.497787,21123.589562,0.0,0.0,30.847321,427.46817,,
2019-06-17 13:00:00,5119.497787,21123.589562,0.0,0.0,31.231705,432.869781,,
2019-06-17 14:00:00,5119.497787,21123.589562,0.0,0.0,31.664284,430.275787,,
2019-06-17 15:00:00,5120.60074,21128.037599,1.163344,4.635936,33.685486,422.631134,,
2019-06-17 16:00:00,5123.370659,21139.085437,1.899089,7.489707,35.27639,420.433868,,
2019-06-17 17:00:00,5126.372427,21150.98645,1.899028,7.492708,35.903786,421.471466,,
2019-06-17 18:00:00,5129.040483,21161.587925,1.899195,7.531992,34.986931,422.386993,,
2019-06-17 19:00:00,5130.349496,21166.823824,0.438811,1.761947,33.011299,424.904694,,
2019-06-17 20:00:00,5130.526014,21167.539652,0.0,0.0,32.193268,430.794586,,
2019-06-17 21:00:00,5130.526014,21167.539652,0.0,0.0,32.337593,435.173859,,
